claimid,claim,doi,link,abstitle,abssentid,abssent,labels,
41,"If the vial to a mercury-containing vaccine is broken, the building must be evacuated.",10.1021/acs.est.6b04328,https://www.snopes.com/fact-check/vaccine-vial-evacuating-building/,Declining Mercury Concentrations in Bluefin Tuna Reflect Reduced Emissions to the North Atlantic Ocean,3,"ABFT Hg concentrations and variability increased nonlinearly with length, weight, and age, ranging from 0.25 to 3.15 mg kg–1, and declined significantly at a rate of 0.018 ± 0.003 mg kg–1 per year or 19% over an 8-year period from the 1990s to the early 2000s.",S, 
41,"If the vial to a mercury-containing vaccine is broken, the building must be evacuated.",10.1021/acs.est.6b04328,https://www.snopes.com/fact-check/vaccine-vial-evacuating-building/,Declining Mercury Concentrations in Bluefin Tuna Reflect Reduced Emissions to the North Atlantic Ocean,4,"Notably, this decrease parallels comparably reduced anthropogenic Hg emission rates in North America and North Atlantic atmospheric Hg0 concentrations during this period, suggesting that recent efforts to decrease atmospheric Hg loading have rapidly propagated up marine food webs to a commercially important species.",S, 
41,"If the vial to a mercury-containing vaccine is broken, the building must be evacuated.",10.1021/acs.est.6b04328,https://www.snopes.com/fact-check/vaccine-vial-evacuating-building/,Declining Mercury Concentrations in Bluefin Tuna Reflect Reduced Emissions to the North Atlantic Ocean,5,"This is the first evidence to suggest that emission reduction efforts have resulted in lower Hg concentrations in large, long-lived fish.",N, 
42,A study performed at the Los Alamos National Laboratory found that millimeter wave body scanners commonly used by airport security can alter your DNA.,10.48550/arXiv.0910.5294,https://www.snopes.com/fact-check/do-airport-scanners-rip-apart-dna/,DNA Breathing Dynamics in the Presence of a Terahertz Field,1,We consider the influence of a terahertz field on the breathing dynamics of double-stranded DNA.,N, 
42,A study performed at the Los Alamos National Laboratory found that millimeter wave body scanners commonly used by airport security can alter your DNA.,10.48550/arXiv.0910.5294,https://www.snopes.com/fact-check/do-airport-scanners-rip-apart-dna/,DNA Breathing Dynamics in the Presence of a Terahertz Field,2,"We model the spontaneous formation of spatially localized openings of a damped and driven DNA chain, and find that linear instabilities lead to dynamic dimerization, while true local strand separations require a threshold amplitude mechanism.",N, 
42,A study performed at the Los Alamos National Laboratory found that millimeter wave body scanners commonly used by airport security can alter your DNA.,10.48550/arXiv.0910.5294,https://www.snopes.com/fact-check/do-airport-scanners-rip-apart-dna/,DNA Breathing Dynamics in the Presence of a Terahertz Field,3,"Based on our results we argue that a specific terahertz radiation exposure may significantly affect the natural dynamics of DNA, and thereby influence intricate molecular processes involved in gene expression and DNA replication.",N, 
43,SpaceX will be transporting a potentially deadly pathogen to the International Space Station as part of their next launch.,10.2147/IDR.S67275,https://www.snopes.com/fact-check/spacex-sending-deadly-pathogen/,Impact of space flight on bacterial virulence and antibiotic susceptibility,1,"Manned space flight induces a reduction in immune competence among crew and is likely to cause deleterious changes to the composition of the gastrointestinal, nasal, and respiratory bacterial flora, leading to an increased risk of infection.",N, 
43,SpaceX will be transporting a potentially deadly pathogen to the International Space Station as part of their next launch.,10.2147/IDR.S67275,https://www.snopes.com/fact-check/spacex-sending-deadly-pathogen/,Impact of space flight on bacterial virulence and antibiotic susceptibility,2,"The space flight environment may also affect the susceptibility of microorganisms within the spacecraft to antibiotics, key components of flown medical kits, and may modify the virulence characteristics of bacteria and other microorganisms that contaminate the fabric of the International Space Station and other flight platforms.",N, 
43,SpaceX will be transporting a potentially deadly pathogen to the International Space Station as part of their next launch.,10.2147/IDR.S67275,https://www.snopes.com/fact-check/spacex-sending-deadly-pathogen/,Impact of space flight on bacterial virulence and antibiotic susceptibility,3,This review will consider the impact of true and simulated microgravity and other characteristics of the space flight environment on bacterial cell behavior in relation to the potential for serious infections that may appear during missions to astronomical objects beyond low Earth orbit.,N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,1,"STUDY OBJECTIVE: To ascertain, from the published reports to date, whether or not a significantly increased risk of breast cancer is specifically attributable to a history of induced abortion, independent of spontaneous abortion and age at first full term pregnancy (or first live birth); to establish the relative magnitude of such risk increase as may be found, and to ascertain and quantify such risk increases as may pertain to particular subpopulations of women exposed to induced abortion; in particular, nulliparous women and parous women exposed before compared with after the first full term pregnancy.",N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,2,INCLUDED STUDIES: The meta-analysis includes all 28 published reports which include specific data on induced abortion and breast cancer incidence.,N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,3,"Since some study data are presented in more than one report, the 28 reports were determined to constitute 23 independent studies.",N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,4,Overall induced abortion odds ratios and odds ratios for the different subpopulations were calculated using an average weighted according to the inverse of the variance.,N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,5,An overall unweighted average was also computed for comparison.,N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,6,"No quality criteria were imposed, but a narrative review of all included studies is presented for the reader's use in assessing the quality of individual studies.",S, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,7,EXCLUDED STUDIES: All 33 published reports including data on abortion and breast cancer incidence but either pertaining only to spontaneous abortion or to abortion without specification as to whether it was induced or spontaneous.,S, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,8,These studies are listed for the reader's information.,N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,9,"RESULTS: The overall odds ratio (for any induced abortion exposure; n = 21 studies) was 1.3 (95% confidence interval of 1.2, 1.4).",N, 
44,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,10.1136/jech.50.5.481,https://www.snopes.com/fact-check/abortion-breast-cancer-link/,Induced abortion as an independent risk factor for breast cancer: a comprehensive review and meta-analysis.,10,"For comparison, the unweighted overall odds ratio was 1.4 (1.3,1.6).",N, 
